#clustering method	cluster number	cluster color	gene count	protein name	protein identifier	protein description
MCL	3	Dark Red	40	SERPINA1	9606.ENSP00000416066	Alpha-1-antitrypsin; Inhibitor of serine proteases. Its primary target is elastase, but it also has a moderate affinity for plasmin and thrombin. Irreversibly inhibits trypsin, chymotrypsin and plasminogen activator. The aberrant form inhibits insulin-induced NO synthesis in platelets, decreases coagulation time and has proteolytic activity against insulin and plasmin; Belongs to the serpin family
MCL	3	Dark Red	40	SERPINC1	9606.ENSP00000356671	Antithrombin-III; Most important serine protease inhibitor in plasma that regulates the blood coagulation cascade. AT-III inhibits thrombin, matriptase-3/TMPRSS7, as well as factors IXa, Xa and XIa. Its inhibitory activity is greatly enhanced in the presence of heparin; Serpin peptidase inhibitors
MCL	3	Dark Red	40	SERPING1	9606.ENSP00000278407	Plasma protease C1 inhibitor; Activation of the C1 complex is under control of the C1- inhibitor. It forms a proteolytically inactive stoichiometric complex with the C1r or C1s proteases. May play a potentially crucial role in regulating important physiological pathways including complement activation, blood coagulation, fibrinolysis and the generation of kinins. Very efficient inhibitor of FXIIa. Inhibits chymotrypsin and kallikrein; Serpin peptidase inhibitors
MCL	3	Dark Red	40	TF	9606.ENSP00000385834	Serotransferrin; Transferrins are iron binding transport proteins which can bind two Fe(3+) ions in association with the binding of an anion, usually bicarbonate. It is responsible for the transport of iron from sites of absorption and heme degradation to those of storage and utilization. Serum transferrin may also have a further role in stimulating cell proliferation
MCL	3	Dark Red	40	TTR	9606.ENSP00000237014	Transthyretin; Thyroid hormone-binding protein. Probably transports thyroxine from the bloodstream to the brain; Gla domain containing
MCL	4	Salmon 2	32	AMPH	9606.ENSP00000348602	Amphiphysin; May participate in mechanisms of regulated exocytosis in synapses and certain endocrine cell types. May control the properties of the membrane associated cytoskeleton; N-BAR domain containing
MCL	4	Salmon 2	32	CAMKV	9606.ENSP00000419195	CaM kinase-like vesicle-associated protein; Does not appear to have detectable kinase activity; Belongs to the protein kinase superfamily. CAMK Ser/Thr protein kinase family
MCL	4	Salmon 2	32	CRMP1	9606.ENSP00000321606	Dihydropyrimidinase-related protein 1; Necessary for signaling by class 3 semaphorins and subsequent remodeling of the cytoskeleton. Plays a role in axon guidance, invasive growth and cell migration. May participate in cytokinesis; Belongs to the metallo-dependent hydrolases superfamily. Hydantoinase/dihydropyrimidinase family
MCL	4	Salmon 2	32	ENSP00000464383	9606.ENSP00000464383	Uncharacterized protein
MCL	4	Salmon 2	32	GPM6A	9606.ENSP00000280187	Neuronal membrane glycoprotein M6-a; Involved in neuronal differentiation, including differentiation and migration of neuronal stem cells. Plays a role in neuronal plasticity and is involved in neurite and filopodia outgrowth, filopodia motility and probably synapse formation. GPM6A-induced filopodia formation involves mitogen-activated protein kinase (MAPK) and Src signaling pathways. May be involved in neuronal NGF-dependent Ca(2+) influx. May be involved in regulation of endocytosis and intracellular trafficking of G- protein-coupled receptors (GPCRs); enhances internalization and r [...] 
MCL	4	Salmon 2	32	GPM6B	9606.ENSP00000316861	cDNA FLJ54144, highly similar to Neuronal membrane glycoprotein M6-b; Glycoprotein M6B
MCL	4	Salmon 2	32	INA	9606.ENSP00000358865	Alpha-internexin; Class-IV neuronal intermediate filament that is able to self-assemble. It is involved in the morphogenesis of neurons. It may form an independent structural network without the involvement of other neurofilaments or it may cooperate with NF-L to form the filamentous backbone to which NF-M and NF-H attach to form the cross-bridges
MCL	4	Salmon 2	32	LRRTM1	9606.ENSP00000295057	Leucine-rich repeat transmembrane neuronal protein 1; Exhibits strong synaptogenic activity, restricted to excitatory presynaptic differentiation, acting at both pre- and postsynaptic level; Belongs to the LRRTM family
MCL	4	Salmon 2	32	NAPA	9606.ENSP00000263354	Alpha-soluble NSF attachment protein; Required for vesicular transport between the endoplasmic reticulum and the Golgi apparatus (Probable). Together with GNA12 promotes CDH5 localization to plasma membrane; Belongs to the SNAP family
MCL	4	Salmon 2	32	NAPB	9606.ENSP00000482826	Beta-soluble NSF attachment protein; Required for vesicular transport between the endoplasmic reticulum and the Golgi apparatus
MCL	4	Salmon 2	32	NEFM	9606.ENSP00000221166	Neurofilament medium polypeptide (neurofilament 3); Neurofilament medium polypeptide; Neurofilaments usually contain three intermediate filament proteins: L, M, and H which are involved in the maintenance of neuronal caliber
MCL	4	Salmon 2	32	NSF	9606.ENSP00000381293	Vesicle-fusing ATPase; Required for vesicle-mediated transport. Catalyzes the fusion of transport vesicles within the Golgi cisternae. Is also required for transport from the endoplasmic reticulum to the Golgi stack. Seems to function as a fusion protein required for the delivery of cargo proteins to all compartments of the Golgi stack independent of vesicle origin. Interaction with AMPAR subunit GRIA2 leads to influence GRIA2 membrane cycling (By similarity); Belongs to the AAA ATPase family
MCL	4	Salmon 2	32	RAB3A	9606.ENSP00000222256	Ras-related protein Rab-3A; Involved in exocytosis by regulating a late step in synaptic vesicle fusion. Could play a role in neurotransmitter release by regulating membrane flow in the nerve terminal; RAB, member RAS oncogene GTPases
MCL	4	Salmon 2	32	RAB9A	9606.ENSP00000420127	Ras-related protein Rab-9A; Involved in the transport of proteins between the endosomes and the trans Golgi network. Involved in the recruitment of SGSM2 to melanosomes and is required for the proper trafficking of melanogenic enzymes TYR, TYRP1 and DCT/TYRP2 to melanosomes in melanocytes; Belongs to the small GTPase superfamily. Rab family
MCL	4	Salmon 2	32	SEPT5	9606.ENSP00000391311	Septin-5; Filament-forming cytoskeletal GTPase (By similarity). May play a role in cytokinesis (Potential). May play a role in platelet secretion (By similarity); Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin- like GTPase superfamily. Septin GTPase family
MCL	4	Salmon 2	32	SLC17A7	9606.ENSP00000221485	Mfs transporter, acs family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6/7/8; Vesicular glutamate transporter 1; Mediates the uptake of glutamate into synaptic vesicles at presynaptic nerve terminals of excitatory neural cells. May also mediate the transport of inorganic phosphate; Solute carriers
MCL	4	Salmon 2	32	SNAP25	9606.ENSP00000254976	Synaptosomal-associated protein 25; t-SNARE involved in the molecular regulation of neurotransmitter release. May play an important role in the synaptic function of specific neuronal systems. Associates with proteins involved in vesicle docking and membrane fusion. Regulates plasma membrane recycling through its interaction with CENPF. Modulates the gating characteristics of the delayed rectifier voltage-dependent potassium channel KCNB1 in pancreatic beta cells; SNAREs
MCL	4	Salmon 2	32	SNAP91	9606.ENSP00000400459	Clathrin coat assembly protein AP180; Adaptins are components of the adapter complexes which link clathrin to receptors in coated vesicles. Clathrin-associated protein complexes are believed to interact with the cytoplasmic tails of membrane proteins, leading to their selection and concentration. Binding of AP180 to clathrin triskelia induces their assembly into 60-70 nm coats (By similarity)
MCL	4	Salmon 2	32	STX12	9606.ENSP00000363054	Syntaxin-12; SNARE that acts to regulate protein transport between late endosomes and the trans-Golgi network. The SNARE complex containing STX6, STX12, VAMP4 and VTI1A mediates vesicle fusion (in vitro) (By similarity). Through complex formation with GRIP1, GRIA2 and NSG1 controls the intracellular fate of AMPAR and the endosomal sorting of the GRIA2 subunit toward recycling and membrane targeting (By similarity); Belongs to the syntaxin family
MCL	4	Salmon 2	32	STX1A	9606.ENSP00000222812	Syntaxin-1A; Plays a role in hormone and neurotransmitter exocytosis (By similarity). Potentially involved in docking of synaptic vesicles at presynaptic active zones. May mediate Ca(2+)- regulation of exocytosis acrosomal reaction in sperm; Syntaxins
MCL	4	Salmon 2	32	STX1B	9606.ENSP00000215095	Syntaxin-1B; Potentially involved in docking of synaptic vesicles at presynaptic active zones. May mediate Ca(2+)-regulation of exocytosis acrosomal reaction in sperm (By similarity); Belongs to the syntaxin family
MCL	4	Salmon 2	32	STXBP1	9606.ENSP00000362399	Syntaxin-binding protein 1; May participate in the regulation of synaptic vesicle docking and fusion, possibly through interaction with GTP-binding proteins. Essential for neurotransmission and binds syntaxin, a component of the synaptic vesicle fusion machinery probably in a 1:1 ratio. Can interact with syntaxins 1, 2, and 3 but not syntaxin 4. May play a role in determining the specificity of intracellular fusion reactions
MCL	4	Salmon 2	32	STXBP3	9606.ENSP00000359025	Syntaxin-binding protein 3; Together with STX4 and VAMP2, may play a role in insulin-dependent movement of GLUT4 and in docking/fusion of intracellular GLUT4-containing vesicles with the cell surface in adipocytes
MCL	4	Salmon 2	32	SV2A	9606.ENSP00000358142	Mfs transporter, vnt family, synaptic vesicle glycoprotein 2; Synaptic vesicle glycoprotein 2A; Plays a role in the control of regulated secretion in neural and endocrine cells, enhancing selectively low-frequency neurotransmission. Positively regulates vesicle fusion by maintaining the readily releasable pool of secretory vesicles (By similarity)
MCL	4	Salmon 2	32	SYN1	9606.ENSP00000295987	Synapsin-1; Neuronal phosphoprotein that coats synaptic vesicles, binds to the cytoskeleton, and is believed to function in the regulation of neurotransmitter release. The complex formed with NOS1 and CAPON proteins is necessary for specific nitric-oxid functions at a presynaptic level; Synapsins
MCL	4	Salmon 2	32	SYNGR1	9606.ENSP00000332287	Synaptogyrin-1; May play a role in regulated exocytosis. Modulates the localization of synaptophysin/SYP into synaptic-like microvesicles and may therefore play a role in synaptic-like microvesicle formation and/or maturation (By similarity). Involved in the regulation of short-term and long-term synaptic plasticity (By similarity); Belongs to the synaptogyrin family
MCL	4	Salmon 2	32	SYNGR3	9606.ENSP00000248121	Synaptogyrin-3; May play a role in regulated exocytosis. May indirectly regulate the activity of the plasma membrane dopamine transporter SLC6A3 and thereby regulate dopamine transport back from the synaptic cleft into the presynaptic terminal; Belongs to the synaptogyrin family
MCL	4	Salmon 2	32	SYP	9606.ENSP00000263233	Synaptophysin; Possibly involved in structural functions as organizing other membrane components or in targeting the vesicles to the plasma membrane. Involved in the regulation of short-term and long-term synaptic plasticity (By similarity); Synaptophysins
MCL	4	Salmon 2	32	SYPL1	9606.ENSP00000011473	Synaptophysin-like protein 1; Synaptophysin like 1; Belongs to the synaptophysin/synaptobrevin family
MCL	4	Salmon 2	32	SYT1	9606.ENSP00000261205	Synaptotagmin-1; May have a regulatory role in the membrane interactions during trafficking of synaptic vesicles at the active zone of the synapse. It binds acidic phospholipids with a specificity that requires the presence of both an acidic head group and a diacyl backbone. A Ca(2+)-dependent interaction between synaptotagmin and putative receptors for activated protein kinase C has also been reported. It can bind to at least three additional proteins in a Ca(2+)-independent manner; these are neurexins, syntaxin and AP2. Plays a role in dendrite formation by melanocytes; Synaptotagmins
MCL	4	Salmon 2	32	VAMP1	9606.ENSP00000379602	Vesicle-associated membrane protein 1; Involved in the targeting and/or fusion of transport vesicles to their target membrane
MCL	4	Salmon 2	32	VAMP3	9606.ENSP00000054666	Vesicle-associated membrane protein 3; SNARE involved in vesicular transport from the late endosomes to the trans-Golgi network; Belongs to the synaptobrevin family
MCL	5	Fire Brick	26	CANX	9606.ENSP00000247461	Calnexin; Calcium-binding protein that interacts with newly synthesized glycoproteins in the endoplasmic reticulum. It may act in assisting protein assembly and/or in the retention within the ER of unassembled protein subunits. It seems to play a major role in the quality control apparatus of the ER by the retention of incorrectly folded proteins. Associated with partial T-cell antigen receptor complexes that escape the ER of immature thymocytes, it may function as a signaling complex regulating thymocyte maturation. Additionally it may play a role in receptor- mediated endocytosis at  [...] 
MCL	5	Fire Brick	26	DAD1	9606.ENSP00000250498	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1; Essential subunit of the N-oligosaccharyl transferase (OST) complex which catalyzes the transfer of a high mannose oligosaccharide from a lipid-linked oligosaccharide donor to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide chains. Required for the assembly of both SST3A- and SS3B-containing OST complexes. Required for efficient N-glycosylation. Loss of the DAD1 protein triggers apoptosis; Belongs to the DAD/OST2 family
MCL	5	Fire Brick	26	DDOST	9606.ENSP00000399457	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit; Essential subunit of the N-oligosaccharyl transferase (OST) complex which catalyzes the transfer of a high mannose oligosaccharide from a lipid-linked oligosaccharide donor to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide chains. Required for the assembly of both SST3A- and SS3B-containing OST complexes. Required for efficient N-glycosylation; Glutamine amidotransferase like class 1 domain containing
MCL	5	Fire Brick	26	DNAJB11	9606.ENSP00000414398	DnaJ homolog subfamily B member 11; Serves as a co-chaperone for HSPA5. Binds directly to both unfolded proteins that are substrates for ERAD and nascent unfolded peptide chains, but dissociates from the HSPA5-unfolded protein complex before folding is completed. May help recruiting HSPA5 and other chaperones to the substrate. Stimulates HSPA5 ATPase activity; DNAJ heat shock proteins
MCL	5	Fire Brick	26	ERO1L	9606.ENSP00000379042	ERO1-like protein alpha; Oxidoreductase involved in disulfide bond formation in the endoplasmic reticulum. Efficiently reoxidizes P4HB/PDI, the enzyme catalyzing protein disulfide formation, in order to allow P4HB to sustain additional rounds of disulfide formation. Following P4HB reoxidation, passes its electrons to molecular oxygen via FAD, leading to the production of reactive oxygen species (ROS) in the cell. Required for the proper folding of immunoglobulins. Involved in the release of the unfolded cholera toxin from reduced P4HB/PDI in case of infection by V.cholerae, thereby pla [...] 
MCL	5	Fire Brick	26	ERP29	9606.ENSP00000261735	Endoplasmic reticulum resident protein 29; Does not seem to be a disulfide isomerase. Plays an important role in the processing of secretory proteins within the endoplasmic reticulum (ER), possibly by participating in the folding of proteins in the ER
MCL	5	Fire Brick	26	ERP44	9606.ENSP00000262455	Endoplasmic reticulum resident protein 44; Mediates thiol-dependent retention in the early secretory pathway, forming mixed disulfides with substrate proteins through its conserved CRFS motif. Inhibits the calcium channel activity of ITPR1. May have a role in the control of oxidative protein folding in the endoplasmic reticulum. Required to retain ERO1A and ERO1B in the endoplasmic reticulum
MCL	5	Fire Brick	26	FCGRT	9606.ENSP00000221466	Fc fragment of igg receptor and transporter; IgG receptor FcRn large subunit p51; Binds to the Fc region of monomeric immunoglobulins gamma. Mediates the selective uptake of IgG from milk and helps newborn animals to acquire passive immunity. IgG in the milk is bound at the apical surface of the intestinal epithelium. The resultant FcRn-IgG complexes are transcytosed across the intestinal epithelium and IgG is released from FcRn into blood or tissue fluids (By similarity). Possible role in transfer of immunoglobulin G from mother to fetus
MCL	5	Fire Brick	26	GANAB	9606.ENSP00000340466	Mannosyl-oligosaccharide alpha-1,3-glucosidase; Neutral alpha-glucosidase AB; Cleaves sequentially the 2 innermost alpha-1,3-linked glucose residues from the Glc(2)Man(9)GlcNAc(2) oligosaccharide precursor of immature glycoproteins. Required for PKD1/Polycystin-1 and PKD2/Polycystin-2 maturation and localization to the cell surface and cilia; Belongs to the glycosyl hydrolase 31 family
MCL	5	Fire Brick	26	LMAN1	9606.ENSP00000251047	Lectin, mannose binding 1; Protein ERGIC-53; Mannose-specific lectin. May recognize sugar residues of glycoproteins, glycolipids, or glycosylphosphatidyl inositol anchors and may be involved in the sorting or recycling of proteins, lipids, or both. The LMAN1-MCFD2 complex forms a specific cargo receptor for the ER-to-Golgi transport of selected proteins
MCL	5	Fire Brick	26	LMAN2	9606.ENSP00000303366	Vesicular integral-membrane protein VIP36; Plays a role as an intracellular lectin in the early secretory pathway. Interacts with N-acetyl-D-galactosamine and high-mannose type glycans and may also bind to O-linked glycans. Involved in the transport and sorting of glycoproteins carrying high mannose-type glycans (By similarity)
MCL	5	Fire Brick	26	MOGS	9606.ENSP00000233616	Mannosyl-oligosaccharide glucosidase; Cleaves the distal alpha 1,2-linked glucose residue from the Glc(3)Man(9)GlcNAc(2) oligosaccharide precursor in a highly specific manner; Belongs to the glycosyl hydrolase 63 family
MCL	5	Fire Brick	26	OSTC	9606.ENSP00000426167	Oligosaccharyltransferase complex subunit OSTC; May act as substrate-specific component of the N- oligosaccharyl transferase (OST) complex which catalyzes the transfer of a high mannose oligosaccharide from a lipid-linked oligosaccharide donor to an asparagine residue within an Asn-X- Ser/Thr consensus motif in nascent polypeptide chains. May be involved in N-glycosylation of APP (amyloid-beta precursor protein). Can modulate gamma-secretase cleavage of APP by enhancing endoprotelysis of PSEN1; Belongs to the OSTC family
MCL	5	Fire Brick	26	P4HA1	9606.ENSP00000263556	Prolyl 4-hydroxylase subunit alpha-1; Catalyzes the post-translational formation of 4- hydroxyproline in -Xaa-Pro-Gly- sequences in collagens and other proteins; Belongs to the P4HA family
MCL	5	Fire Brick	26	P4HB	9606.ENSP00000327801	Protein disulfide-isomerase; This multifunctional protein catalyzes the formation, breakage and rearrangement of disulfide bonds. At the cell surface, seems to act as a reductase that cleaves disulfide bonds of proteins attached to the cell. May therefore cause structural modifications of exofacial proteins. Inside the cell, seems to form/rearrange disulfide bonds of nascent proteins. At high concentrations, functions as a chaperone that inhibits aggregation of misfolded proteins. At low concentrations, facilitates aggregation (anti-chaperone activity). May be involved with other chape [...] 
MCL	5	Fire Brick	26	PDIA4	9606.ENSP00000286091	Protein disulfide-isomerase A4; Protein disulfide isomerase family A member 4; Belongs to the protein disulfide isomerase family
MCL	5	Fire Brick	26	PDIA6	9606.ENSP00000385385	Protein disulfide-isomerase A6; May function as a chaperone that inhibits aggregation of misfolded proteins. Negatively regulates the unfolded protein response (UPR) through binding to UPR sensors such as ERN1, which in turn inactivates ERN1 signaling. May also regulate the UPR via the EIF2AK3 UPR sensor. Plays a role in platelet aggregation and activation by agonists such as convulxin, collagen and thrombin; Protein disulfide isomerases
MCL	5	Fire Brick	26	PRKCSH	9606.ENSP00000466134	Protein kinase c substrate 80k-h; Glucosidase 2 subunit beta; Regulatory subunit of glucosidase II; EF-hand domain containing
MCL	5	Fire Brick	26	RCN1	9606.ENSP00000054950	Reticulocalbin-1; May regulate calcium-dependent activities in the endoplasmic reticulum lumen or post-ER compartment; EF-hand domain containing
MCL	5	Fire Brick	26	RPN1	9606.ENSP00000296255	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1; Essential subunit of the N-oligosaccharyl transferase (OST) complex which catalyzes the transfer of a high mannose oligosaccharide from a lipid-linked oligosaccharide donor to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide chains; Belongs to the OST1 family
MCL	5	Fire Brick	26	SSR1	9606.ENSP00000244763	Translocon-associated protein subunit alpha; TRAP proteins are part of a complex whose function is to bind calcium to the ER membrane and thereby regulate the retention of ER resident proteins. May be involved in the recycling of the translocation apparatus after completion of the translocation process or may function as a membrane-bound chaperone facilitating folding of translocated proteins; Minor histocompatibility antigens
MCL	5	Fire Brick	26	SSR3	9606.ENSP00000265044	Translocon-associated protein subunit gamma; TRAP proteins are part of a complex whose function is to bind calcium to the ER membrane and thereby regulate the retention of ER resident proteins; Belongs to the TRAP-gamma family
MCL	5	Fire Brick	26	SSR4	9606.ENSP00000317331	Translocon-associated protein subunit delta; TRAP proteins are part of a complex whose function is to bind calcium to the ER membrane and thereby regulate the retention of ER resident proteins; Belongs to the TRAP-delta family
MCL	5	Fire Brick	26	SURF4	9606.ENSP00000361057	Surfeit locus protein 4; May play a role in the maintenance of the architecture of the endoplasmic reticulum-Golgi intermediate compartment and of the Golgi; Belongs to the SURF4 family
MCL	5	Fire Brick	26	TMX2	9606.ENSP00000278422	Thioredoxin related transmembrane protein 2; Protein disulfide isomerases
MCL	5	Fire Brick	26	UGGT1	9606.ENSP00000259253	UDP-glucose:glycoprotein glucosyltransferase 1; Recognizes glycoproteins with minor folding defects. Reglucosylates single N-glycans near the misfolded part of the protein, thus providing quality control for protein folding in the endoplasmic reticulum. Reglucosylated proteins are recognized by calreticulin for recycling to the endoplasmic reticulum and refolding or degradation; UDP-glucose glycoprotein glucosyltransferases
MCL	6	Salmon	25	ALDH1L1	9606.ENSP00000273450	Cytosolic 10-formyltetrahydrofolate dehydrogenase; Aldehyde dehydrogenase 1 family member L1; In the N-terminal section; belongs to the GART family
MCL	6	Salmon	25	AQP4	9606.ENSP00000372654	Aquaporin-4; Forms a water-specific channel. Osmoreceptor which regulates body water balance and mediates water flow within the central nervous system; Belongs to the MIP/aquaporin (TC 1.A.8) family
MCL	6	Salmon	25	CHL1	9606.ENSP00000256509	Neural cell adhesion molecule L1-like protein; Extracellular matrix and cell adhesion protein that plays a role in nervous system development and in synaptic plasticity. Both soluble and membranous forms promote neurite outgrowth of cerebellar and hippocampal neurons and suppress neuronal cell death. Plays a role in neuronal positioning of pyramidal neurons and in regulation of both the number of interneurons and the efficacy of GABAergic synapses. May play a role in regulating cell migration in nerve regeneration and cortical development. Potentiates integrin-dependent cell migration  [...] 
MCL	6	Salmon	25	CNP	9606.ENSP00000377470	2',3'-cyclic-nucleotide 3'-phosphodiesterase; May participate in RNA metabolism in the myelinating cell, CNP is the third most abundant protein in central nervous system myelin
MCL	6	Salmon	25	DPP6	9606.ENSP00000367001	Dipeptidyl aminopeptidase-like protein 6; Promotes cell surface expression of the potassium channel KCND2. Modulates the activity and gating characteristics of the potassium channel KCND2. Has no dipeptidyl aminopeptidase activity; DASH family
MCL	6	Salmon	25	ENPP6	9606.ENSP00000296741	Ectonucleotide pyrophosphatase/phosphodiesterase family member 6; Choline-specific glycerophosphodiester phosphodiesterase. The preferred substrate may be lysosphingomyelin (By similarity). Hydrolyzes lysophosphatidylcholine (LPC) to form monoacylglycerol and phosphorylcholine but not lysophosphatidic acid, showing it has a lysophospholipase C activity. Has a preference for LPC with short (12:0 and 14:0) or polyunsaturated (18:2 and 20:4) fatty acids. Also hydrolyzes glycerophosphorylcholine and sphingosylphosphorylcholine efficiently. Hydrolyzes the classical substrate for phospholipa [...] 
MCL	6	Salmon	25	ERMN	9606.ENSP00000380453	Ermin; Plays a role in cytoskeletal rearrangements during the late wrapping and/or compaction phases of myelinogenesis as well as in maintenance and stability of myelin sheath in the adult. May play an important role in late-stage oligodendroglia maturation, myelin/Ranvier node formation during CNS development, and in the maintenance and plasticity of related structures in the mature CNS (By similarity)
MCL	6	Salmon	25	GFAP	9606.ENSP00000468500	Glial fibrillary acidic protein; GFAP, a class-III intermediate filament, is a cell- specific marker that, during the development of the central nervous system, distinguishes astrocytes from other glial cells
MCL	6	Salmon	25	HAPLN2	9606.ENSP00000255039	Hyaluronan and proteoglycan link protein 2; Mediates a firm binding of versican V2 to hyaluronic acid. May play a pivotal role in the formation of the hyaluronan- associated matrix in the central nervous system (CNS) which facilitates neuronal conduction and general structural stabilization. Binds to hyaluronic acid (By similarity); V-set domain containing
MCL	6	Salmon	25	MAP2	9606.ENSP00000353508	Microtubule-associated protein 2; The exact function of MAP2 is unknown but MAPs may stabilize the microtubules against depolymerization. They also seem to have a stiffening effect on microtubules; A-kinase anchoring proteins
MCL	6	Salmon	25	MBP	9606.ENSP00000380958	Myelin basic protein; The classic group of MBP isoforms (isoform 4-isoform 14) are with PLP the most abundant protein components of the myelin membrane in the CNS. They have a role in both its formation and stabilization. The smaller isoforms might have an important role in remyelination of denuded axons in multiple sclerosis. The non- classic group of MBP isoforms (isoform 1-isoform 3/Golli-MBPs) may preferentially have a role in the early developing brain long before myelination, maybe as components of transcriptional complexes, and may also be involved in signaling pathways in T- ce [...] 
MCL	6	Salmon	25	MOG	9606.ENSP00000366095	Myelin-oligodendrocyte glycoprotein; Mediates homophilic cell-cell adhesion (By similarity). Minor component of the myelin sheath. May be involved in completion and/or maintenance of the myelin sheath and in cell- cell communication; Belongs to the immunoglobulin superfamily. BTN/MOG family
MCL	6	Salmon	25	NCAN	9606.ENSP00000252575	Neurocan core protein; May modulate neuronal adhesion and neurite growth during development by binding to neural cell adhesion molecules (NG-CAM and N-CAM). Chondroitin sulfate proteoglycan; binds to hyaluronic acid; Belongs to the aggrecan/versican proteoglycan family
MCL	6	Salmon	25	NEFH	9606.ENSP00000311997	Neurofilament heavy polypeptide; Neurofilaments usually contain three intermediate filament proteins: L, M, and H which are involved in the maintenance of neuronal caliber. NF-H has an important function in mature axons that is not subserved by the two smaller NF proteins
MCL	6	Salmon	25	NEFL	9606.ENSP00000482169	Neurofilament light polypeptide; Neurofilaments usually contain three intermediate filament proteins: L, M, and H which are involved in the maintenance of neuronal caliber
MCL	6	Salmon	25	NES	9606.ENSP00000357206	Nestin; Required for brain and eye development. Promotes the disassembly of phosphorylated vimentin intermediate filaments (IF) during mitosis and may play a role in the trafficking and distribution of IF proteins and other cellular factors to daughter cells during progenitor cell division. Required for survival, renewal and mitogen-stimulated proliferation of neural progenitor cells (By similarity)
MCL	6	Salmon	25	OMG	9606.ENSP00000247271	Oligodendrocyte-myelin glycoprotein; Cell adhesion molecule contributing to the interactive process required for myelination in the central nervous system
MCL	6	Salmon	25	PLP1	9606.ENSP00000481006	Myelin proteolipid protein; This is the major myelin protein from the central nervous system. It plays an important role in the formation or maintenance of the multilamellar structure of myelin; Belongs to the myelin proteolipid protein family
MCL	6	Salmon	25	S100B	9606.ENSP00000291700	Protein S100-B; Weakly binds calcium but binds zinc very tightly- distinct binding sites with different affinities exist for both ions on each monomer. Physiological concentrations of potassium ion antagonize the binding of both divalent cations, especially affecting high-affinity calcium-binding sites. Binds to and initiates the activation of STK38 by releasing autoinhibitory intramolecular interactions within the kinase. Interaction with AGER after myocardial infarction may play a role in myocyte apoptosis by activating ERK1/2 and p53/TP53 signaling. Could assist ATAD3A cytoplasmic p [...] 
MCL	6	Salmon	25	SLC1A2	9606.ENSP00000278379	Excitatory amino acid transporter 2; Sodium-dependent, high-affinity amino acid transporter that mediates the uptake of L-glutamate and also L-aspartate and D-aspartate. Functions as a symporter that transports one amino acid molecule together with two or three Na(+) ions and one proton, in parallel with the counter-transport of one K(+) ion. Mediates Cl(-) flux that is not coupled to amino acid transport; this avoids the accumulation of negative charges due to aspartate and Na(+) symport. Essential for the rapid removal of released glutamate from the synaptic cleft, and for terminatin [...] 
MCL	6	Salmon	25	SLC1A3	9606.ENSP00000265113	Excitatory amino acid transporter 1; Sodium-dependent, high-affinity amino acid transporter that mediates the uptake of L-glutamate and also L-aspartate and D-aspartate. Functions as a symporter that transports one amino acid molecule together with two or three Na(+) ions and one proton, in parallel with the counter-transport of one K(+) ion. Mediates Cl(-) flux that is not coupled to amino acid transport; this avoids the accumulation of negative charges due to aspartate and Na(+) symport. Plays a redundant role in the rapid removal of released glutamate from the synaptic cleft, which  [...] 
MCL	6	Salmon	25	SLC6A11	9606.ENSP00000254488	Sodium- and chloride-dependent GABA transporter 3; Terminates the action of GABA by its high affinity sodium-dependent reuptake into presynaptic terminals; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family. SLC6A11 subfamily
MCL	6	Salmon	25	SPARCL1	9606.ENSP00000414856	SPARC-like protein 1; SPARC family
MCL	6	Salmon	25	TUBB3	9606.ENSP00000320295	Tubulin beta-3 chain; Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain. TUBB3 plays a critical role in proper axon guidance and mantainance; Belongs to the tubulin family
MCL	6	Salmon	25	VSNL1	9606.ENSP00000384719	Visinin-like protein 1; Regulates (in vitro) the inhibition of rhodopsin phosphorylation in a calcium-dependent manner; Belongs to the recoverin family
MCL	7	Fire Brick 2	17	ACAN	9606.ENSP00000387356	Aggrecan core protein; This proteoglycan is a major component of extracellular matrix of cartilagenous tissues. A major function of this protein is to resist compression in cartilage. It binds avidly to hyaluronic acid via an N-terminal globular region; C-type lectin domain containing
MCL	7	Fire Brick 2	17	AGRN	9606.ENSP00000368678	Agrin; Agrin N-terminal 110 kDa subunit: is involved in regulation of neurite outgrowth probably due to the presence of the glycosaminoglcan (GAG) side chains of heparan and chondroitin sulfate attached to the Ser/Thr- and Gly/Ser-rich regions. Also involved in modulation of growth factor signaling (By similarity); Proteoglycans
MCL	7	Fire Brick 2	17	BCAN	9606.ENSP00000331210	Brevican core protein; May play a role in the terminally differentiating and the adult nervous system during postnatal development. Could stabilize interactions between hyaluronan (HA) and brain proteoglycans; C-type lectin domain containing
